date,close,volume,open,high,low
2017/08/09,161.06,26060430,159.26,161.27,159.11
2017/08/08,160.08,36127490,158.6,161.83,158.27
2017/08/07,158.81,21827400,157.06,158.92,156.6701
2017/08/04,156.39,20514810,156.07,157.4,155.69
2017/08/03,155.57,26604140,157.05,157.21,155.02
2017/08/02,157.14,69726440,159.28,159.75,156.16
2017/08/01,150.05,33669020,149.1,150.22,148.41
2017/07/31,148.73,19690420,149.9,150.33,148.13
2017/07/28,149.5,17192770,149.89,150.23,149.19
2017/07/27,150.56,32429770,153.75,153.99,147.3
2017/07/26,153.46,15649120,153.35,153.93,153.06
2017/07/25,152.74,18798250,151.8,153.84,151.8
2017/07/24,152.09,21466370,150.58,152.44,149.9
2017/07/21,150.27,25111310,149.99,150.44,148.88
2017/07/20,150.34,17170490,151.5,151.74,150.19
2017/07/19,151.02,20859830,150.48,151.42,149.95
2017/07/18,150.08,17837130,149.2,150.13,148.67
2017/07/17,149.56,23765710,148.82,150.9,148.57
2017/07/14,149.04,20117070,147.97,149.33,147.33
2017/07/13,147.77,25080500,145.5,148.49,145.44
2017/07/12,145.74,24833800,145.87,146.18,144.82
2017/07/11,145.53,18647220,144.73,145.85,144.38
2017/07/10,145.06,21080580,144.11,145.95,143.37
2017/07/07,144.18,18527000,142.9,144.75,142.9
2017/07/06,142.73,24110330,143.02,143.5,142.41
2017/07/05,144.09,21550270,143.69,144.79,142.7237
2017/07/03,143.5,14277850,144.88,145.3001,143.1
2017/06/30,144.02,22986960,144.45,144.96,143.78
2017/06/29,143.68,31450520,144.71,145.13,142.28
2017/06/28,145.83,22052920,144.49,146.11,143.1601
2017/06/27,143.73,24725210,145.01,146.16,143.62
2017/06/26,145.82,25674500,147.17,148.28,145.38
2017/06/23,146.28,35421310,145.13,147.16,145.11
2017/06/22,145.63,19082170,145.77,146.7,145.1199
2017/06/21,145.87,21247590,145.52,146.0693,144.61
2017/06/20,145.01,24877950,146.87,146.87,144.94
2017/06/19,146.34,32203640,143.66,146.74,143.66
2017/06/16,142.27,50264540,143.78,144.5,142.2
2017/06/15,144.29,31642900,143.32,144.4798,142.21
2017/06/14,145.16,31454590,147.5,147.5,143.84
2017/06/13,146.59,34089190,147.16,147.45,145.15
2017/06/12,145.42,72187710,145.74,146.09,142.51
2017/06/09,148.98,64782910,155.19,155.19,146.02
2017/06/08,154.99,21144040,155.25,155.54,154.4
2017/06/07,155.37,21017560,155.02,155.98,154.48
2017/06/06,154.45,26591850,153.9,155.81,153.78
2017/06/05,153.93,25277680,154.34,154.45,153.46
2017/06/02,155.45,27715140,153.58,155.45,152.89
2017/06/01,153.18,16383610,153.17,153.33,152.22
2017/05/31,152.76,24452750,153.97,154.17,152.38
2017/05/30,153.67,20118620,153.42,154.43,153.33
2017/05/26,153.61,21895020,154,154.24,153.31
2017/05/25,153.87,19217810,153.73,154.35,153.03
2017/05/24,153.34,19201820,153.84,154.17,152.67
2017/05/23,153.8,19906170,154.9,154.9,153.31
2017/05/22,153.99,22930630,154,154.58,152.91
2017/05/19,153.06,26892850,153.38,153.98,152.63
2017/05/18,152.54,33520150,151.27,153.34,151.13
2017/05/17,150.25,50674280,153.6,154.57,149.71
2017/05/16,155.47,19994270,155.94,156.06,154.72
2017/05/15,155.7,25912270,156.01,156.65,155.05
2017/05/12,156.1,32493770,154.7,156.42,154.67
2017/05/11,153.95,27236290,152.45,154.07,152.31
2017/05/10,153.26,25779060,153.63,153.94,152.11
2017/05/09,153.99,38907940,153.87,154.88,153.45
2017/05/08,153.01,48670440,149.03,153.7,149.03
2017/05/05,148.96,27254850,146.76,148.98,146.76
2017/05/04,146.53,23345970,146.52,147.14,145.81
2017/05/03,147.06,45579740,145.59,147.49,144.27
2017/05/02,147.51,44182930,147.54,148.09,146.84
2017/05/01,146.58,33498270,145.1,147.2,144.96
2017/04/28,143.65,20783460,144.09,144.3,143.27
2017/04/27,143.79,14198660,143.923,144.16,143.31
2017/04/26,143.68,19998050,144.47,144.6,143.3762
2017/04/25,144.53,18325720,143.91,144.9,143.87
2017/04/24,143.64,17117710,143.5,143.95,143.18
2017/04/21,142.27,17290900,142.44,142.68,141.85
2017/04/20,142.44,23294040,141.22,142.92,141.16
2017/04/19,140.68,17302160,141.88,142,140.45
2017/04/18,141.2,14676420,141.41,142.04,141.11
2017/04/17,141.83,16529130,141.48,141.88,140.87
2017/04/13,141.05,17775510,141.91,142.38,141.05
2017/04/12,141.8,20320420,141.6,142.15,141.01
2017/04/11,141.63,30341520,142.94,143.35,140.06
2017/04/10,143.17,18904680,143.6,143.8792,142.9
2017/04/07,143.34,16658660,143.73,144.18,143.27
2017/04/06,143.66,21131040,144.29,144.52,143.45
2017/04/05,144.02,27649500,144.22,145.46,143.81
2017/04/04,144.77,19865300,143.25,144.89,143.17
2017/04/03,143.7,19970040,143.71,144.12,143.05
2017/03/31,143.66,19576480,143.72,144.27,143.01
2017/03/30,143.93,21189000,144.19,144.5,143.5
2017/03/29,144.12,29174040,143.68,144.49,143.19
2017/03/28,143.8,33348400,140.91,144.04,140.62
2017/03/27,140.88,23531670,139.39,141.22,138.62
2017/03/24,140.64,22355140,141.5,141.74,140.35
2017/03/23,140.92,20299310,141.26,141.5844,140.61
2017/03/22,141.42,25804820,139.845,141.6,139.76
2017/03/21,139.84,39461130,142.11,142.8,139.73
2017/03/20,141.46,21258100,140.4,141.5,140.23
2017/03/17,139.99,43700570,141,141,139.89
2017/03/16,140.69,19173780,140.72,141.02,140.26
2017/03/15,140.46,25676720,139.41,140.7501,139.025
2017/03/14,138.99,15281850,139.3,139.65,138.84
2017/03/13,139.2,17048800,138.85,139.43,138.82
2017/03/10,139.14,19578920,139.25,139.3571,138.64
2017/03/09,138.68,22117750,138.74,138.79,137.05
2017/03/08,139,18695500,138.95,139.8,138.82
2017/03/07,139.52,17439210,139.06,139.98,138.79
2017/03/06,139.34,21229890,139.365,139.77,138.5959
2017/03/03,139.78,21555370,138.78,139.83,138.59
2017/03/02,138.96,26170690,140,140.2786,138.76
2017/03/01,139.79,36362440,137.89,140.15,137.595
2017/02/28,136.99,23446340,137.08,137.435,136.7
2017/02/27,136.93,20222210,137.14,137.435,136.28
2017/02/24,136.66,21754600,135.91,136.66,135.28
2017/02/23,136.53,20762360,137.38,137.48,136.3
2017/02/22,137.11,20769030,136.43,137.12,136.11
2017/02/21,136.7,24487200,136.23,136.75,135.98
2017/02/17,135.72,22163280,135.1,135.83,135.1
2017/02/16,135.345,22539860,135.67,135.9,134.8398
2017/02/15,135.51,35578640,135.52,136.27,134.62
2017/02/14,135.02,33054500,133.47,135.09,133.25
2017/02/13,133.29,22989980,133.08,133.82,132.75
2017/02/10,132.12,20046250,132.46,132.94,132.05
2017/02/09,132.42,28321440,131.65,132.445,131.12
2017/02/08,132.04,22941650,131.35,132.22,131.22
2017/02/07,131.53,38158410,130.54,132.09,130.45
2017/02/06,130.29,26784530,129.13,130.5,128.9
2017/02/03,129.08,24460160,128.31,129.19,128.16
2017/02/02,128.53,33671250,127.975,129.39,127.78
2017/02/01,128.75,111837300,127.03,130.49,127.01
2017/01/31,121.35,47767760,121.15,121.39,120.62
2017/01/30,121.63,30327110,120.93,121.63,120.66
2017/01/27,121.95,20495340,122.14,122.35,121.6
2017/01/26,121.94,26320740,121.67,122.44,121.6
2017/01/25,121.88,32417410,120.42,122.1,120.28
2017/01/24,119.97,23191150,119.55,120.1,119.5
2017/01/23,120.08,21982000,120,120.81,119.77
2017/01/20,120,29922650,120.45,120.45,119.7346
2017/01/19,119.78,25554290,119.4,120.09,119.37
2017/01/18,119.99,23687350,120,120.5,119.71
2017/01/17,120,34412090,118.34,120.24,118.22
2017/01/13,119.04,26083030,119.11,119.62,118.81
2017/01/12,119.25,27057550,118.895,119.3,118.21
2017/01/11,119.75,27453130,118.74,119.93,118.6
2017/01/10,119.11,24432660,118.77,119.38,118.3
2017/01/09,118.99,33420290,117.95,119.43,117.94
2017/01/06,117.91,31714820,116.78,118.16,116.47
2017/01/05,116.61,22115100,115.92,116.8642,115.81
2017/01/04,116.02,21081620,115.85,116.51,115.75
2017/01/03,116.15,28769220,115.8,116.33,114.76
2016/12/30,115.82,30555900,116.65,117.2,115.43
2016/12/29,116.73,14979680,116.45,117.1095,116.4
2016/12/28,116.76,20686510,117.52,118.0166,116.2
2016/12/27,117.26,18131970,116.52,117.8,116.49
2016/12/23,116.52,14244050,115.59,116.52,115.59
2016/12/22,116.29,26043820,116.35,116.51,115.64
2016/12/21,117.06,23724430,116.8,117.4,116.78
2016/12/20,116.95,21337310,116.74,117.5,116.68
2016/12/19,116.64,27756760,115.8,117.38,115.75
2016/12/16,115.97,44284660,116.47,116.5,115.645
2016/12/15,115.82,46286150,115.38,116.73,115.23
2016/12/14,115.19,33962370,115.04,116.2,114.98
2016/12/13,115.19,43293350,113.84,115.92,113.75
2016/12/12,113.3,26176690,113.29,115,112.49
2016/12/09,113.95,34324350,112.31,114.7,112.31
2016/12/08,112.12,27049830,110.86,112.43,110.6
2016/12/07,111.03,29976030,109.26,111.19,109.16
2016/12/06,109.95,26160560,109.5,110.36,109.19
2016/12/05,109.11,34113880,110,110.03,108.25
2016/12/02,109.9,26481320,109.17,110.09,108.85
2016/12/01,109.49,37034520,110.365,110.94,109.03
2016/11/30,110.52,36151450,111.6,112.2,110.27
2016/11/29,111.46,28507780,110.78,112.03,110.07
2016/11/28,111.57,27054320,111.43,112.465,111.39
2016/11/25,111.79,11475920,111.13,111.87,110.95
2016/11/23,111.23,27420550,111.36,111.51,110.33
2016/11/22,111.8,25931710,111.95,112.42,111.4
2016/11/21,111.73,29164190,110.12,111.99,110.01
2016/11/18,110.06,28310840,109.72,110.54,109.66
2016/11/17,109.95,27623150,109.81,110.35,108.83
2016/11/16,109.99,58724080,106.7,110.23,106.6
2016/11/15,107.11,32230590,106.57,107.68,106.1593
2016/11/14,105.71,50901380,107.71,107.809,104.08
2016/11/11,108.43,34117030,107.12,108.87,106.55
2016/11/10,107.79,57097740,111.09,111.09,105.83
2016/11/09,110.88,59118740,109.88,111.32,108.05
2016/11/08,111.06,24129630,110.31,111.72,109.7
2016/11/07,110.41,32361930,110.08,110.51,109.46
2016/11/04,108.84,30790930,108.53,110.25,108.11
2016/11/03,109.83,26538700,110.98,111.46,109.55
2016/11/02,111.59,28174980,111.4,112.35,111.23
2016/11/01,111.49,43403760,113.46,113.77,110.53
2016/10/31,113.54,26378910,113.65,114.23,113.2
2016/10/28,113.72,36792100,113.87,115.21,113.45
2016/10/27,114.48,31396130,115.39,115.86,114.1
2016/10/26,115.59,66028640,114.31,115.7,113.31
2016/10/25,118.25,46820600,117.95,118.36,117.31
2016/10/24,117.65,23492650,117.1,117.74,117
2016/10/21,116.6,22527690,116.81,116.91,116.28
2016/10/20,117.06,24100150,116.86,117.38,116.33
2016/10/19,117.12,19977160,117.25,117.76,113.8
2016/10/18,117.47,24308210,118.18,118.21,117.45
2016/10/17,117.55,23583810,117.33,117.84,116.78
2016/10/14,117.63,35626020,117.88,118.17,117.13
2016/10/13,116.98,35041820,116.79,117.44,115.72
2016/10/12,117.34,37512930,117.35,117.98,116.75
2016/10/11,116.3,63963010,117.7,118.69,116.2
2016/10/10,116.05,36087910,115.02,116.75,114.72
2016/10/07,114.06,24336440,114.31,114.56,113.51
2016/10/06,113.89,28508710,113.7,114.34,113.13
2016/10/05,113.05,21400410,113.4,113.66,112.69
2016/10/04,113,29707270,113.06,114.31,112.63
2016/10/03,112.52,21634520,112.71,113.05,112.28
2016/09/30,113.05,36340670,112.46,113.37,111.8
2016/09/29,112.18,35850010,113.16,113.8,111.8
2016/09/28,113.95,29608390,113.69,114.64,113.43
2016/09/27,113.09,24587490,113,113.18,112.34
2016/09/26,112.88,29800240,111.64,113.39,111.55
2016/09/23,112.71,52411070,114.42,114.79,111.55
2016/09/22,114.62,31048170,114.35,114.94,114
2016/09/21,113.55,35951900,113.85,113.989,112.441
2016/09/20,113.57,34494150,113.05,114.12,112.51
2016/09/19,113.58,46937190,115.19,116.18,113.25
2016/09/16,114.92,79763890,115.12,116.13,114.04
2016/09/15,115.57,90398170,113.86,115.73,113.49
2016/09/14,111.77,111186900,108.73,113.03,108.6
2016/09/13,107.95,62080160,107.51,108.79,107.24
2016/09/12,105.44,45114590,102.65,105.72,102.53
2016/09/09,103.13,46461610,104.64,105.72,103.13
2016/09/08,105.52,52955310,107.25,107.27,105.24
2016/09/07,108.36,42250480,107.83,108.76,107.07
2016/09/06,107.7,26645130,107.9,108.3,107.51
2016/09/02,107.73,26393770,107.7,108,106.82
2016/09/01,106.73,26675250,106.14,106.8,105.62
2016/08/31,106.1,31639010,105.66,106.5699,105.64
2016/08/30,106,24817940,105.8,106.5,105.5
2016/08/29,106.82,24900130,106.62,107.44,106.29
2016/08/26,106.94,27744300,107.41,107.95,106.31
2016/08/25,107.57,25001730,107.39,107.88,106.68
2016/08/24,108.03,23606240,108.565,108.75,107.68
2016/08/23,108.85,21236850,108.59,109.32,108.53
2016/08/22,108.51,25784420,108.86,109.1,107.85
2016/08/19,109.36,25108890,108.77,109.69,108.36
2016/08/18,109.08,21918340,109.23,109.6,109.02
2016/08/17,109.22,25328680,109.1,109.37,108.34
2016/08/16,109.38,33754680,109.63,110.23,109.21
2016/08/15,109.48,25704330,108.14,109.54,108.08
2016/08/12,108.18,18648700,107.78,108.44,107.78
2016/08/11,107.93,27460070,108.52,108.93,107.85
2016/08/10,108,23839880,108.71,108.9,107.76
2016/08/09,108.81,26296260,108.23,108.94,108.01
2016/08/08,108.37,28010430,107.52,108.37,107.16
2016/08/05,107.48,39546610,106.27,107.65,106.18
2016/08/04,105.87,26781730,105.58,106,105.28
2016/08/03,105.79,30148360,104.81,105.84,104.77
2016/08/02,104.48,33770220,106.05,106.07,104
2016/08/01,106.05,38018910,104.41,106.15,104.41
2016/07/29,104.21,27697970,104.19,104.55,103.68
2016/07/28,104.34,38771840,102.83,104.45,102.82
2016/07/27,102.95,92143920,104.265,104.35,102.75
2016/07/26,96.67,53454620,96.82,97.97,96.42
2016/07/25,97.34,40290580,98.25,98.84,96.92
2016/07/22,98.66,28218240,99.26,99.3,98.31
2016/07/21,99.43,32690080,99.83,101,99.13
2016/07/20,99.96,26219110,100,100.46,99.735
2016/07/19,99.87,23766360,99.56,100,99.34
2016/07/18,99.83,36464530,98.7,100.13,98.6
2016/07/15,98.78,30031410,98.92,99.3,98.5
2016/07/14,98.79,38885980,97.39,98.99,97.32
2016/07/13,96.87,25879680,97.41,97.67,96.84
2016/07/12,97.42,24129530,97.17,97.7,97.12
2016/07/11,96.98,23317990,96.75,97.65,96.73
2016/07/08,96.68,28877500,96.49,96.89,96.05
2016/07/07,95.94,24460850,95.7,96.5,95.62
2016/07/06,95.53,30877540,94.6,95.66,94.37
2016/07/05,94.99,27553750,95.39,95.4,94.46
2016/07/01,95.89,25982080,95.49,96.465,95.33
2016/06/30,95.6,35783320,94.44,95.77,94.3
2016/06/29,94.4,36505420,93.97,94.55,93.63
2016/06/28,93.59,40387960,92.9,93.66,92.14
2016/06/27,92.04,45595680,93,93.05,91.5
2016/06/24,93.4,75219710,92.91,94.655,92.65
2016/06/23,96.1,32042290,95.94,96.29,95.25
2016/06/22,95.55,29124140,96.25,96.89,95.35
2016/06/21,95.91,35407050,94.94,96.35,94.676
2016/06/20,95.1,34355970,96,96.57,95.03
2016/06/17,95.33,60793260,96.62,96.65,95.3
2016/06/16,97.55,31251870,96.45,97.75,96.07
2016/06/15,97.14,29373050,97.82,98.41,97.03
2016/06/14,97.46,31890740,97.32,98.475,96.75
2016/06/13,97.34,37708360,98.69,99.12,97.1
2016/06/10,98.83,31672220,98.53,99.3457,98.48
2016/06/09,99.65,26575570,98.5,99.99,98.46
2016/06/08,98.94,20839950,99.02,99.56,98.68
2016/06/07,99.03,22378380,99.25,99.87,98.96
2016/06/06,98.63,23265200,97.99,101.89,97.55
2016/06/03,97.92,28487570,97.79,98.27,97.45
2016/06/02,97.72,40170200,97.6,97.84,96.63
2016/06/01,98.46,29139100,99.02,99.54,98.33
2016/05/31,99.86,42268040,99.6,100.4,98.82
2016/05/27,100.35,36299460,99.44,100.47,99.245
2016/05/26,100.41,56293490,99.68,100.73,98.64
2016/05/25,99.62,38258300,98.67,99.74,98.11
2016/05/24,97.9,35074380,97.22,98.09,96.84
2016/05/23,96.43,37977020,95.87,97.19,95.67
2016/05/20,95.22,31834020,94.64,95.43,94.52
2016/05/19,94.2,30417880,94.64,94.64,93.57
2016/05/18,94.56,42009830,94.16,95.21,93.89
2016/05/17,93.49,46858910,94.55,94.7,93.01
2016/05/16,93.88,61192340,92.39,94.39,91.65
2016/05/13,90.52,44223040,90,91.67,90
2016/05/12,90.34,76183460,92.72,92.78,89.47
2016/05/11,92.51,28641180,93.48,93.57,92.46
2016/05/10,93.42,33653020,93.33,93.57,92.11
2016/05/09,92.79,32895650,93,93.77,92.59
2016/05/06,92.72,43665160,93.37,93.45,91.85
2016/05/05,93.24,35850220,94,94.07,92.68
2016/05/04,94.19,40984160,95.2,95.9,93.82
2016/05/03,95.18,56770080,94.2,95.74,93.68
2016/05/02,93.64,47844490,93.965,94.08,92.4
2016/04/29,93.74,68388840,93.99,94.72,92.51
2016/04/28,94.83,82107120,97.61,97.88,94.25
2016/04/27,97.82,114436300,96,98.71,95.68
2016/04/26,104.35,52979780,103.91,105.3,103.91
2016/04/25,105.08,27997990,105,105.65,104.51
2016/04/22,105.68,33655810,105.01,106.48,104.62
2016/04/21,105.97,31416910,106.93,106.93,105.52
2016/04/20,107.13,30576980,106.64,108.09,106.06
2016/04/19,106.91,32340620,107.88,108,106.23
2016/04/18,107.48,60784920,108.89,108.95,106.94
2016/04/15,109.85,46873670,112.11,112.3,109.73
2016/04/14,112.1,25364920,111.62,112.39,111.33
2016/04/13,112.04,32771760,110.8,112.34,110.8
2016/04/12,110.44,27150570,109.34,110.5,108.66
2016/04/11,109.02,29357940,108.97,110.61,108.83
2016/04/08,108.66,23553790,108.91,109.77,108.17
2016/04/07,108.54,31735810,109.95,110.42,108.121
2016/04/06,110.96,26178840,110.23,110.98,109.2
2016/04/05,109.81,26560420,109.51,110.73,109.42
2016/04/04,111.12,37322930,110.42,112.19,110.27
2016/04/01,109.99,25820460,108.78,110,108.2
2016/03/31,108.99,25763840,109.72,109.9,108.88
2016/03/30,109.56,45547590,108.65,110.42,108.6
2016/03/29,107.68,31154910,104.89,107.79,104.88
2016/03/28,105.19,19354440,106,106.19,105.06
2016/03/24,105.67,25568350,105.47,106.25,104.89
2016/03/23,106.13,25686350,106.48,107.07,105.9
2016/03/22,106.72,32345430,105.25,107.29,105.21
2016/03/21,105.91,35454230,105.93,107.65,105.1401
2016/03/18,105.92,43607120,106.34,106.5,105.19
2016/03/17,105.8,34394830,105.52,106.47,104.96
2016/03/16,105.97,38236730,104.61,106.31,104.59
2016/03/15,104.58,40026250,103.96,105.18,103.85
2016/03/14,102.52,25058280,101.91,102.91,101.78
2016/03/11,102.26,27368840,102.24,102.28,101.5
2016/03/10,101.17,33490630,101.41,102.24,100.15
2016/03/09,101.12,27148530,101.31,101.58,100.27
2016/03/08,101.03,31538710,100.78,101.76,100.4
2016/03/07,101.87,35890740,102.39,102.83,100.96
2016/03/04,103.01,46026600,102.37,103.75,101.37
2016/03/03,101.5,36884490,100.58,101.7099,100.45
2016/03/02,100.75,33136130,100.51,100.89,99.64
2016/03/01,100.53,50303500,97.65,100.77,97.42
2016/02/29,96.69,35131460,96.86,98.23,96.65
2016/02/26,96.91,28949760,97.2,98.0237,96.58
2016/02/25,96.76,27526040,96.05,96.76,95.25
2016/02/24,96.1,36192150,93.98,96.38,93.32
2016/02/23,94.69,31851180,96.4,96.5,94.55
2016/02/22,96.88,34240470,96.31,96.9,95.92
2016/02/19,96.04,35290570,96,96.7599,95.8
2016/02/18,96.26,38866100,98.84,98.89,96.091
2016/02/17,98.12,44811800,96.67,98.21,96.15
2016/02/16,96.64,48032600,95.02,96.85,94.61
2016/02/12,93.99,40323020,94.19,94.5,93.01
2016/02/11,93.7,49979700,93.79,94.72,92.59
2016/02/10,94.27,42288790,95.92,96.35,94.1
2016/02/09,94.99,44282560,94.29,95.94,93.93
2016/02/08,95.01,53920550,93.13,95.7,93.04
2016/02/05,94.02,46315620,96.52,96.92,93.69
2016/02/04,96.6,46418230,95.86,97.33,95.19
2016/02/03,96.35,45870130,95,96.84,94.08
2016/02/02,94.48,37190500,95.42,96.04,94.28
2016/02/01,96.43,40814360,96.47,96.71,95.4
2016/01/29,97.34,64332440,94.79,97.34,94.35
2016/01/28,94.09,55622370,93.79,94.52,92.39
2016/01/27,93.42,133059000,96.04,96.6289,93.34
2016/01/26,99.99,71937310,99.93,100.88,98.07
2016/01/25,99.44,51529980,101.52,101.53,99.21
2016/01/22,101.42,65648660,98.63,101.46,98.37
2016/01/21,96.3,52099200,97.06,97.88,94.94
2016/01/20,96.79,72274300,95.1,98.1897,93.42
2016/01/19,96.66,52960810,98.41,98.65,95.5
2016/01/15,97.13,79356010,96.2,97.71,95.36
2016/01/14,99.52,63000140,97.96,100.48,95.74
2016/01/13,97.39,62285770,100.32,101.19,97.3
2016/01/12,99.96,49046150,100.55,100.69,98.8399
2016/01/11,98.53,49687870,98.97,99.06,97.34
2016/01/08,96.96,70722000,98.55,99.11,96.76
2016/01/07,96.45,80742460,98.68,100.13,96.43
2016/01/06,100.7,68384270,100.56,102.37,99.87
2016/01/05,102.71,55583140,105.75,105.85,102.41
2016/01/04,105.35,67569090,102.61,105.368,102
2015/12/31,105.26,40885480,107.01,107.03,104.82
2015/12/30,107.32,25184090,108.58,108.7,107.18
2015/12/29,108.74,30912260,106.96,109.43,106.86
2015/12/28,106.82,26639930,107.59,107.69,106.1807
2015/12/24,108.03,13596680,109,109,107.95
2015/12/23,108.61,32618140,107.27,108.85,107.2
2015/12/22,107.23,32728460,107.4,107.72,106.451
2015/12/21,107.33,47507230,107.28,107.37,105.57
2015/12/18,106.03,96197190,108.91,109.52,105.81
2015/12/17,108.98,44654830,112.02,112.25,108.98
2015/12/16,111.34,56157370,111.07,111.99,108.8
2015/12/15,110.49,53168580,111.94,112.8,110.35
2015/12/14,112.48,64678220,112.18,112.68,109.79
2015/12/11,113.18,46810020,115.19,115.39,112.851
2015/12/10,116.17,29158640,116.04,116.94,115.51
2015/12/09,115.62,46301930,117.64,117.69,115.08
2015/12/08,118.23,34275420,117.52,118.6,116.86
2015/12/07,118.28,32063100,118.98,119.86,117.81
2015/12/04,119.03,57717870,115.29,119.25,115.11
2015/12/03,115.2,41511380,116.55,116.79,114.22
2015/12/02,116.28,33316990,117.05,118.11,116.08
2015/12/01,117.34,34806250,118.75,118.81,116.86
2015/11/30,118.3,38063130,117.99,119.41,117.75
2015/11/27,117.81,13046450,118.29,118.41,117.6
2015/11/25,118.03,21341960,119.21,119.23,117.92
2015/11/24,118.88,42747950,117.33,119.35,117.12
2015/11/23,117.75,32445680,119.27,119.73,117.34
2015/11/20,119.3,34135230,119.2,119.92,118.85
2015/11/19,118.78,43233950,117.64,119.75,116.76
2015/11/18,117.29,46559730,115.76,117.49,115.5
2015/11/17,113.69,27584020,114.92,115.05,113.32
2015/11/16,114.175,37979570,111.38,114.24,111
2015/11/13,112.34,45555300,115.2,115.57,112.27
2015/11/12,115.72,32461350,116.26,116.82,115.65
2015/11/11,116.11,45179400,116.37,117.42,115.21
2015/11/10,116.77,59029400,116.9,118.07,116.061
2015/11/09,120.57,33829290,120.96,121.81,120.05
2015/11/06,121.06,33009110,121.11,121.81,120.62
2015/11/05,120.92,39483400,121.85,122.69,120.18
2015/11/04,122,44829060,123.13,123.82,121.62
2015/11/03,122.57,45479260,120.79,123.49,120.7
2015/11/02,121.18,32152870,119.87,121.36,119.61
2015/10/30,119.5,49305220,120.99,121.22,119.45
2015/10/29,120.53,51106100,118.7,120.69,118.27
2015/10/28,119.27,85436210,116.93,119.3,116.06
2015/10/27,114.55,67673450,115.4,116.54,113.99
2015/10/26,115.28,66139770,118.08,118.13,114.92
2015/10/23,119.08,59251740,116.7,119.228,116.33
2015/10/22,115.5,41430660,114.33,115.5,114.1
2015/10/21,113.76,42276880,114,115.58,113.7
2015/10/20,113.77,48929200,111.34,114.17,110.82
2015/10/19,111.73,29723750,110.8,111.75,110.11
2015/10/16,111.04,38794930,111.78,112,110.53
2015/10/15,111.86,37622200,110.93,112.1,110.49
2015/10/14,110.21,44434220,111.29,111.52,109.56
2015/10/13,111.79,32970790,110.82,112.45,110.68
2015/10/12,111.6,30386830,112.73,112.75,111.44
2015/10/09,112.12,52720620,110,112.28,109.49
2015/10/08,109.5,61747260,110.19,110.19,108.21
2015/10/07,110.78,46717770,111.74,111.77,109.41
2015/10/06,111.31,48702200,110.63,111.74,109.765
2015/10/05,110.78,52033100,109.88,111.3698,109.07
2015/10/02,110.38,57774940,108.01,111.0136,107.55
2015/10/01,109.58,63849470,109.07,109.62,107.31
2015/09/30,110.3,66300930,110.17,111.54,108.73
2015/09/29,109.06,73230280,112.83,113.51,107.86
2015/09/28,112.44,51861990,113.85,114.57,112.44
2015/09/25,114.71,56005550,116.44,116.69,114.02
2015/09/24,115,50061580,113.25,115.5,112.37
2015/09/23,114.32,35678360,113.63,114.72,113.3
2015/09/22,113.4,50278030,113.38,114.18,112.5201
2015/09/21,115.21,46594220,113.67,115.37,113.66
2015/09/18,113.45,73991000,112.21,114.3,111.87
2015/09/17,113.92,63712340,115.66,116.49,113.715
2015/09/16,116.41,37080720,116.25,116.54,115.44
2015/09/15,116.28,43218350,115.93,116.53,114.42
2015/09/14,115.31,58279570,116.58,116.89,114.86
2015/09/11,114.21,49793750,111.79,114.21,111.76
2015/09/10,112.57,62800770,110.27,113.2825,109.9
2015/09/09,110.15,84757780,113.76,114.02,109.77
2015/09/08,112.31,54507300,111.65,112.56,110.32
2015/09/04,109.27,49904460,108.97,110.45,108.51
2015/09/03,110.37,53142590,112.49,112.78,110.04
2015/09/02,112.34,61681250,110.23,112.34,109.131
2015/09/01,107.72,76562170,110.15,111.88,107.36
2015/08/31,112.76,56111590,112.03,114.53,112
2015/08/28,113.29,53075960,112.17,113.31,111.54
2015/08/27,112.92,83825220,112.23,113.24,110.02
2015/08/26,109.69,96531890,107.085,109.89,105.05
2015/08/25,103.74,102731700,111.11,111.11,103.5
2015/08/24,103.12,161882500,94.87,108.8,92
2015/08/21,105.76,127246600,110.43,111.9,105.645
2015/08/20,112.65,68176940,114.08,114.35,111.63
2015/08/19,115.01,48079330,116.1,116.52,114.68
2015/08/18,116.5,34525630,116.43,117.44,116.01
2015/08/17,117.16,40827260,116.04,117.65,115.5
2015/08/14,115.96,42876370,114.32,116.31,114.01
2015/08/13,115.15,48407640,116.04,116.4,114.54
2015/08/12,115.24,101593400,112.53,115.42,109.63
2015/08/11,113.49,96820670,117.81,118.18,113.33
2015/08/10,119.72,54851010,116.53,119.99,116.53
2015/08/07,115.52,38610120,114.58,116.25,114.5
2015/08/06,115.13,52828890,115.97,116.5,114.115
2015/08/05,115.4,99202400,112.95,117.44,112.1
2015/08/04,114.64,123601900,117.42,117.7,113.25
2015/08/03,118.44,69639900,121.5,122.57,117.52
2015/07/31,121.3,42832890,122.6,122.6425,120.91
2015/07/30,122.37,33400950,122.32,122.5699,121.71
2015/07/29,122.99,36912040,123.15,123.5,122.27
2015/07/28,123.38,33570380,123.38,123.91,122.55
2015/07/27,122.77,44371580,123.09,123.61,122.12
2015/07/24,124.5,42090320,125.32,125.74,123.9
2015/07/23,125.16,50832950,126.2,127.09,125.06
2015/07/22,125.22,115288400,121.99,125.5,121.99
2015/07/21,130.75,73006780,132.85,132.92,130.32
2015/07/20,132.07,55204920,130.97,132.97,130.7
